State FIPS Code,State,State Abbreviation,year,month,day,date,mw,mw_healthinsurance,mw_smallbusiness,mw_youth,source,source_2,source_notes
33,New Hampshire,NH,2007,9,1,01sep2007,7.00,7.25,,,Federal - BLS - State Labor Legislation Enacted in 2007 - 01.14.2016,,
33,New Hampshire,NH,2008,9,1,01sep2008,7.00,8.25,,,Federal - BLS - State Labor Legislation Enacted in 2007 - 01.14.2016,,
33,New Hampshire,NH,2022,12,31,31dec2022,7.00,8.38,,,CURRENT,CURRENT,
34,New Jersey,NJ,1980,1,1,01jan1980,3.00,8.44,,,Federal - BLS - State Labor Legislation Enacted in 1980 - 01.14.2016,,
34,New Jersey,NJ,1981,1,1,01jan1981,3.00,8.60,,,Federal - BLS - State Labor Legislation Enacted in 1981 - 01.14.2016,,
34,New Jersey,NJ,1990,5,3,03may1990,4.00,8.85,,,Federal - BLS - State Labor Legislation Enacted in 1990 - 01.14.2016,,
34,New Jersey,NJ,1991,4,1,01apr1991,4.00,10.00,,,Federal - BLS - State Labor Legislation Enacted in 1990 - 01.14.2016,,
34,New Jersey,NJ,1992,4,1,01apr1992,5.00,11.00,,,Federal - BLS - State Labor Legislation Enacted in 1990 - 01.14.2016,,
34,New Jersey,NJ,1999,1,21,21jan1999,5.00,12.00,,,Federal - BLS - State Labor Legislation Enacted in 1999 - 01.14.2016,,
34,New Jersey,NJ,2005,10,1,01oct2005,6.00,13.00,,,New Jersey - Report - Minimum Wage Advisory Commission 2007 - 01.14.2016,,
34,New Jersey,NJ,2006,10,1,01oct2006,7.00,14.00,,,New Jersey - Report - Minimum Wage Advisory Commission 2007 - 01.14.2016,,
34,New Jersey,NJ,2009,7,24,24jul2009,7.00,15.00,,,New Jersey - Report - Minimum Wage Advisory Commission 2011 - 01.14.2016,,
34,New Jersey,NJ,2014,1,1,01jan2014,8.00,6.50,,,New Jersey - Legislation - Section 12-56-3.1 - 01.14.2016,,
34,New Jersey,NJ,2015,1,1,01jan2015,8.00,6.55,,,New Jersey - Legislation - Section 12-56-3.1 - 01.14.2016,,
34,New Jersey,NJ,2017,1,1,01jan2017,8.00,7.50,,,http://lwd.dol.state.nj.us/labor/forms_pdfs/lwdhome/MinWage.pdf,,
34,New Jersey,NJ,2018,1,1,01jan2018,9.00,9.00,,,http://www.nj.gov/labor/forms_pdfs/lwdhome/MinWage.pdf,,
34,New Jersey,NJ,2019,1,1,01jan2019,9.00,10.50,,,CURRENT,CURRENT,
34,New Jersey,NJ,2019,7,1,01jul2019,10.00,11.50,,,CURRENT,CURRENT,
34,New Jersey,NJ,2020,1,1,01jan2020,11.00,12.00,10,,CURRENT,CURRENT,
34,New Jersey,NJ,2021,1,1,01jan2021,12.00,1.15,11,,CURRENT,CURRENT,
34,New Jersey,NJ,2022,1,1,01jan2022,13.00,1.25,12,,CURRENT,CURRENT,
34,New Jersey,NJ,2023,1,1,01jan2023,14.00,1.50,13,,CURRENT,CURRENT,
34,New Jersey,NJ,2024,1,1,01jan2024,15.00,1.60,14,,CURRENT,CURRENT,
35,New Mexico,NM,2008,1,1,01jan2008,7.00,1.85,,,New Mexico - State Website - Minimum Wage Information - 01.14.2017,,
35,New Mexico,NM,2008,7,24,24jul2008,7.00,2.00,,,New Mexico - State Website - Minimum Wage Information - 01.14.2018,,
35,New Mexico,NM,2009,1,1,01jan2009,8.00,2.10,,,New Mexico - State Website - Minimum Wage Poster 2009 - 01.14.2016,,
35,New Mexico,NM,2020,1,1,01jan2020,9.00,2.30,,,https://www.dws.state.nm.us/Minimum-Wage-Information,,
35,New Mexico,NM,2021,1,1,01jan2021,11.00,2.65,,,https://www.dws.state.nm.us/Minimum-Wage-Information,,
35,New Mexico,NM,2022,1,1,01jan2022,12.00,2.90,,,https://www.dws.state.nm.us/Minimum-Wage-Information,,
35,New Mexico,NM,2023,1,1,01jan2023,12.00,3.10,,,https://www.dws.state.nm.us/Minimum-Wage-Information,,
32,Nevada,NV,1987,9,10,10sep1987,3.00,3.35,,,Federal - BLS - State Labor Legislation Enacted in 1987 - 01.14.2016,,
32,Nevada,NV,1990,4,1,01apr1990,4.00,3.80,,,Federal - BLS - State Labor Legislation Enacted in 1990 - 01.14.2016,,
32,Nevada,NV,2006,11,28,28nov2006,6.00,4.25,,,Federal - BLS - State Labor Legislation Enacted in 2007 - 01.14.2016,,
32,Nevada,NV,2007,7,1,01jul2007,6.00,5.15,,,Nevada - Article - How The New Minimum Wage Affects Employers 2007 - 01.14.2016,,
32,Nevada,NV,2008,7,1,01jul2008,7.00,6.00,,,Nevada - Article - Minimum Wage Increase Announced 2008 - 01.14.2016,,
32,Nevada,NV,2009,7,1,01jul2009,8.00,6.75,,,Federal - BLS - State Labor Legislation Enacted in 2009 - 01.14.2016,Nevada - Article - New Minimum Wages Take Effect 2009 - 01.14.2016,
32,Nevada,NV,2010,7,1,01jul2010,8.00,7.15,,,Nevada - State Website - Minimum Wage Poster 2015 - 01.14.2016,Nevada - Article - Minimum Wage Increase Announced 2010 - 01.14.2016,
32,Nevada,NV,2020,7,1,01jul2020,9.00,7.25,,,https://labor.nv.gov/uploadedFiles/labornvgov/content/Employer/2020%20Annual%20Minimum%20Wage%20Bulletin.pdf,,
32,Nevada,NV,2021,7,1,01jul2021,10.00,8.00,,,https://labor.nv.gov/uploadedFiles/labornvgov/content/Employer/2020%20Annual%20Minimum%20Wage%20Bulletin.pdf,,
32,Nevada,NV,2022,7,1,01jul2022,11.00,8.75,,,https://labor.nv.gov/uploadedFiles/labornvgov/content/Employer/2020%20Annual%20Minimum%20Wage%20Bulletin.pdf,,
32,Nevada,NV,2023,7,1,01jul2023,11.00,9.00,,,https://labor.nv.gov/uploadedFiles/labornvgov/content/Employer/2020%20Annual%20Minimum%20Wage%20Bulletin.pdf,,
32,Nevada,NV,2024,7,1,01jul2024,12.00,9.70,,,https://labor.nv.gov/uploadedFiles/labornvgov/content/Employer/2020%20Annual%20Minimum%20Wage%20Bulletin.pdf,,
36,New York,NY,1962,10,15,15oct1962,1.00,10.40,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2016,,
36,New York,NY,1964,10,15,15oct1964,1.00,11.10,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2017,,
36,New York,NY,1967,1,1,01jan1967,2.00,11.80,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2018,,
36,New York,NY,1968,2,1,01feb1968,2.00,12.50,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2019,,
36,New York,NY,1970,7,1,01jul1970,2.00,13.20,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2020,,
36,New York,NY,1974,5,1,01may1974,2.00,14.20,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2021,,
36,New York,NY,1975,1,1,01jan1975,2.00,14.20,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2022,,
36,New York,NY,1976,1,1,01jan1976,2.00,0.75,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2023,,
36,New York,NY,1978,10,6,06oct1978,3.00,0.85,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2024,,
36,New York,NY,1979,1,1,01jan1979,3.00,1.00,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2025,,
36,New York,NY,1980,1,1,01jan1980,3.00,1.25,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2026,,
36,New York,NY,1981,1,1,01jan1981,3.00,1.45,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2027,,
36,New York,NY,1990,4,1,01apr1990,4.00,1.60,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2028,,
36,New York,NY,1991,4,1,01apr1991,4.00,1.80,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2029,,
36,New York,NY,2000,3,31,31mar2000,5.00,2.00,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2030,,
36,New York,NY,2005,1,1,01jan2005,6.00,2.30,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2031,,
36,New York,NY,2006,1,1,01jan2006,7.00,2.50,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2032,,
36,New York,NY,2007,1,1,01jan2007,7.00,2.75,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2033,,
36,New York,NY,2009,7,24,24jul2009,7.00,2.90,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2034,,
36,New York,NY,2013,12,31,31dec2013,8.00,3.10,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2035,,
36,New York,NY,2014,12,31,31dec2014,9.00,3.35,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2036,,
36,New York,NY,2015,12,31,31dec2015,9.00,3.80,,,New York - State Website - Department of Labor History of the Hourly Minimum Wage - 01.14.2037,,
36,New York,NY,2016,12,31,31dec2016,10.00,4.25,,,"New York - State Website - Department of Labor, Minimum Wage - 06.27.2016",,
36,New York,NY,2017,12,31,31dec2017,10.00,4.75,,,"New York - State Website - Department of Labor, Minimum Wage - 06.27.2016",,
36,New York,NY,2018,12,31,31dec2018,11.00,5.15,,,"New York - State Website - Department of Labor, Minimum Wage - 06.27.2016",,
36,New York,NY,2019,12,31,31dec2019,12.00,6.15,,,"New York - State Website - Department of Labor, Minimum Wage - 06.27.2016",,
36,New York,NY,2020,12,31,31dec2020,13.00,7.25,,,"New York - State Website - Department of Labor, Minimum Wage - 06.27.2016",,
36,New York,NY,2021,12,31,31dec2021,13.00,3.40,,,"https://www.ny.gov/new-york-states-minimum-wage/new-york-states-minimum-wage#:~:text=The%20Minimum%20Wage%20Act%20(Article,they%20reach%20%2415.00%20per%20hour.",,
36,New York,NY,2022,12,31,31dec2022,14.00,4.25,,,CURRENT,,
36,New York,NY,2023,1,1,01jan2023,14.00,7.25,,,CURRENT,,
39,Ohio,OH,2007,1,1,01jan2007,7.00,6.85,,,Ohio - Legislation - State Issue 2 Election Results for Raising the Minimum Wage - 01.14.2016,,
39,Ohio,OH,2008,1,1,01jan2008,7.00,7.00,,,"Ohio - Article - Minimum Wage Will Increase January 1, 2008 - 01.14.2016",,law firm source
39,Ohio,OH,2009,1,1,01jan2009,7.00,7.30,,,Ohio - Article - Ohio Sets New Minimum Wage for 2009 - 01.14.2016,,media source
39,Ohio,OH,2011,1,1,01jan2011,7.00,7.40,,,Ohio - State Website - Minimum Wage Poster 2011 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 1"
39,Ohio,OH,2012,1,1,01jan2012,8.00,7.70,,,Ohio - State Website - Minimum Wage Poster 2012 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 2"
39,Ohio,OH,2013,1,1,01jan2013,8.00,7.85,,,Ohio - State Website - Minimum Wage Poster 2013 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 3"
39,Ohio,OH,2014,1,1,01jan2014,8.00,7.95,,,Ohio - State Website - Minimum Wage Poster 2014 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 4"
39,Ohio,OH,2015,1,1,01jan2015,8.00,8.10,,,Ohio - State Website - Minimum Wage Poster 2015 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 5"
39,Ohio,OH,2017,1,1,01jan2017,8.00,8.15,,,Ohio - State Website - Minimum Wage Poster 2015 - 01.14.2016,,"because of the 2006 ruling, we know all changes occur January 5"
39,Ohio,OH,2018,1,1,01jan2018,8.00,8.30,,,Ohio – State poster,https://com.ohio.gov/documents/dico_2018MinimumWageposter.pdf,
39,Ohio,OH,2019,1,1,01jan2019,9.00,8.55,,,https://www.com.ohio.gov/documents/dico_2019MinimumWageposter.pdf,,
39,Ohio,OH,2020,1,1,01jan2020,9.00,8.70,,,https://www.com.ohio.gov/documents/dico_2020MinimumWageposter.pdf,,
39,Ohio,OH,2021,1,1,01jan2021,9.00,8.80,,,https://www.com.ohio.gov/documents/dico_2021MinimumWageposter.pdf,,
39,Ohio,OH,2022,1,1,01jan2022,9.00,9.30,,,https://www.com.ohio.gov/documents/dico_2022MinimumWageposter.pdf,,
39,Ohio,OH,2022,12,31,31dec2022,9.00,9.30,,,CURRENT,,
40,Oklahoma,OK,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
41,Oregon,OR,1981,1,1,01jan1981,3.00,3.10,,,Oregon - State Website - Historical Minimum Wages - 01.14.2016,,
41,Oregon,OR,1986,1,1,01jan1986,3.00,3.35,,,Oregon - State Website - Historical Minimum Wages - 01.14.2017,,
41,Oregon,OR,1989,9,1,01sep1989,4.00,3.85,,,Oregon - State Website - Historical Minimum Wages - 01.14.2018,,"There was an issue with the level listed on the Oregon DOL site, so we reverted to the BLS as a source."
41,Oregon,OR,1990,1,1,01jan1990,4.00,4.25,,,Oregon - State Website - Historical Minimum Wages - 01.14.2019,,
41,Oregon,OR,1991,1,1,01jan1991,5.00,4.75,,,Oregon - State Website - Historical Minimum Wages - 01.14.2020,,
41,Oregon,OR,1997,1,1,01jan1997,6.00,5.50,,,Oregon - State Website - Historical Minimum Wages - 01.14.2021,,
41,Oregon,OR,1998,1,1,01jan1998,6.00,6.00,,,Oregon - State Website - Historical Minimum Wages - 01.14.2022,,
41,Oregon,OR,1999,1,1,01jan1999,7.00,6.50,,,Oregon - State Website - Historical Minimum Wages - 01.14.2023,,
41,Oregon,OR,2003,1,1,01jan2003,7.00,6.90,,,Oregon - State Website - Historical Minimum Wages - 01.14.2024,,
41,Oregon,OR,2004,1,1,01jan2004,7.00,7.05,,,Oregon - State Website - Historical Minimum Wages - 01.14.2025,,
41,Oregon,OR,2005,1,1,01jan2005,7.00,7.25,,,Oregon - State Website - Historical Minimum Wages - 01.14.2026,,
41,Oregon,OR,2006,1,1,01jan2006,8.00,7.50,,,Oregon - State Website - Historical Minimum Wages - 01.14.2027,,
41,Oregon,OR,2007,1,1,01jan2007,8.00,7.80,,,Oregon - State Website - Historical Minimum Wages - 01.14.2028,,
41,Oregon,OR,2008,1,1,01jan2008,8.00,7.95,,,Oregon - State Website - Historical Minimum Wages - 01.14.2029,,
41,Oregon,OR,2009,1,1,01jan2009,8.00,8.40,,,Oregon - State Website - Historical Minimum Wages - 01.14.2030,,
41,Oregon,OR,2011,1,1,01jan2011,9.00,8.50,,,Oregon - State Website - Historical Minimum Wages - 01.14.2031,,
41,Oregon,OR,2012,1,1,01jan2012,9.00,8.80,,,Oregon - State Website - Historical Minimum Wages - 01.14.2032,,
41,Oregon,OR,2013,1,1,01jan2013,9.00,8.95,,,Oregon - State Website - Historical Minimum Wages - 01.14.2033,,
41,Oregon,OR,2014,1,1,01jan2014,9.00,9.10,,,Oregon - State Website - Historical Minimum Wages - 01.14.2034,,
41,Oregon,OR,2015,1,1,01jan2015,9.00,9.25,,,Oregon - State Website - Historical Minimum Wages - 01.14.2035,,
41,Oregon,OR,2016,7,1,01jul2016,10.00,9.75,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2017,7,1,01jul2017,10.00,10.25,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2018,7,1,01jul2018,11.00,10.75,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2019,7,1,01jul2019,11.00,11.25,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2020,7,1,01jul2020,12.00,12.00,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2021,7,1,01jul2021,13.00,12.75,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2022,7,1,01jul2022,14.00,13.50,,,https://www.oregon.gov/boli/WHD/OMW/Pages/Minimum-Wage-Rate-Summary.aspx,,
41,Oregon,OR,2022,12,31,31dec2022,14.00,13.50,,,CURRENT,,
42,Pennsylvania,PA,1979,1,1,01jan1979,3.00,2.90,,,Pennsylvania - Legislation - Section 4 - 01.14.2016,,
42,Pennsylvania,PA,1980,1,1,01jan1980,3.00,3.10,,,Pennsylvania - Legislation - Section 4 - 01.14.2017,,
42,Pennsylvania,PA,1981,1,1,01jan1981,3.00,3.35,,,Pennsylvania - Legislation - Section 4 - 01.14.2018,,
42,Pennsylvania,PA,1989,2,1,01feb1989,4.00,3.70,,,Pennsylvania - Legislation - Section 4 - 01.14.2019,,
42,Pennsylvania,PA,1997,9,1,01sep1997,5.00,5.15,5,,Pennsylvania - Legislation - Section 4 - 01.14.2020,,
42,Pennsylvania,PA,2007,1,1,01jan2007,6.00,6.25,6,,Pennsylvania - Legislation - Section 231.101 - 01.14.2016,,
42,Pennsylvania,PA,2007,7,1,01jul2007,7.00,7.15,7,,Pennsylvania - Legislation - Section 231.101 - 01.14.2017,,
42,Pennsylvania,PA,2008,7,1,01jul2008,7.00,7.15,7,,Pennsylvania - Legislation - Section 231.101 - 01.14.2018,,
42,Pennsylvania,PA,2009,7,24,24jul2009,7.00,7.25,7,,Pennsylvania - Legislation - Section 231.101 - 01.14.2019,,
42,Pennsylvania,PA,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
44,Rhode Island,RI,1956,10,1,01oct1956,1.00,0.90,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2016,,
44,Rhode Island,RI,1957,10,1,01oct1957,1.00,1.00,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2017,,
44,Rhode Island,RI,1962,9,3,03sep1962,1.00,1.15,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2018,,
44,Rhode Island,RI,1963,9,3,03sep1963,1.00,1.25,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2019,,
44,Rhode Island,RI,1967,7,1,01jul1967,1.00,1.40,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2020,,
44,Rhode Island,RI,1968,7,1,01jul1968,2.00,1.60,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2021,,
44,Rhode Island,RI,1974,7,1,01jul1974,2.00,2.05,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2022,,
44,Rhode Island,RI,1976,1,1,01jan1976,2.00,2.30,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2023,,
44,Rhode Island,RI,1979,7,1,01jul1979,3.00,2.65,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2024,,
44,Rhode Island,RI,1980,7,1,01jul1980,3.00,2.90,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2025,,
44,Rhode Island,RI,1981,7,1,01jul1981,3.00,3.10,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2026,,
44,Rhode Island,RI,1982,7,1,01jul1982,3.00,3.35,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2027,,
44,Rhode Island,RI,1986,7,1,01jul1986,4.00,3.55,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2028,,
44,Rhode Island,RI,1987,7,1,01jul1987,4.00,3.65,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2029,,
44,Rhode Island,RI,1988,7,1,01jul1988,4.00,4.00,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2030,,
44,Rhode Island,RI,1989,8,1,01aug1989,4.00,4.25,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2031,,
44,Rhode Island,RI,1991,4,1,01apr1991,4.00,4.45,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2032,,
44,Rhode Island,RI,1996,9,1,01sep1996,5.00,4.75,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2033,,
44,Rhode Island,RI,1997,1,1,01jan1997,5.00,5.15,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2034,,
44,Rhode Island,RI,1999,7,1,01jul1999,6.00,5.65,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2035,,
44,Rhode Island,RI,2000,9,1,01sep2000,6.00,6.15,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2036,,
44,Rhode Island,RI,2004,1,1,01jan2004,7.00,6.75,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2037,,
44,Rhode Island,RI,2006,3,1,01mar2006,7.00,7.10,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2038,,
44,Rhode Island,RI,2007,1,1,01jan2007,7.00,7.40,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2039,,
44,Rhode Island,RI,2013,1,1,01jan2013,8.00,7.75,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2040,,
44,Rhode Island,RI,2014,1,1,01jan2014,8.00,8.00,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2041,,
44,Rhode Island,RI,2015,1,1,01jan2015,9.00,9.00,,,Rhode Island - Report - Statistical and Fiscal Digest - 01.14.2042,,
44,Rhode Island,RI,2016,1,1,01jan2016,10.00,9.60,,,Rhode Island - Legislation - Section 28-12-3 - 06.27.2016,,
44,Rhode Island,RI,2018,1,1,01jan2018,10.00,10.10,,,http://www.dlt.ri.gov/ls/minwage.htm,,
44,Rhode Island,RI,2019,1,1,01jan2019,11.00,10.50,,,http://www.dlt.ri.gov/ls/minwage.htm,,
44,Rhode Island,RI,2020,10,1,01oct2020,12.00,11.50,,,http://www.dlt.ri.gov/ls/minwage.htm,,
44,Rhode Island,RI,2022,1,1,01jan2022,12.00,12.25,,,https://www.ri.gov/press/view/41170,,
44,Rhode Island,RI,2023,1,1,01jan2023,13.00,13.00,,,https://www.ri.gov/press/view/41170,,
44,Rhode Island,RI,2024,1,1,01jan2024,14.00,14.00,,,https://www.ri.gov/press/view/41170,,
44,Rhode Island,RI,2025,1,1,01jan2025,15.00,15.00,,,https://www.ri.gov/press/view/41170,,
45,South Carolina,SC,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
46,South Dakota,SD,2015,1,1,01jan2015,9.00,8.50,,,South Dakota - State Website - Department of Labor Minimum Wage - 01.14.2015,,
46,South Dakota,SD,2016,1,1,01jan2016,9.00,8.55,,,South Dakota - State Website - Department of Labor Minimum Wage - 01.14.2015,,
46,South Dakota,SD,2017,1,1,01jan2017,9.00,8.65,,,http://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2018,1,1,01jan2018,9.00,8.85,,,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2019,1,1,01jan2019,9.00,9.10,,,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2020,1,1,01jan2020,9.00,9.30,,,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2021,1,1,01jan2021,9.00,9.45,,,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2022,1,1,01jan2022,10.00,9.95,,,https://dlr.sd.gov/employment_laws/minimum_wage.aspx,,
46,South Dakota,SD,2022,12,31,31dec2022,10.00,9.95,,,CURRENT,,
47,Tennessee,TN,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
48,Texas,TX,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
49,Utah,UT,2022,12,31,31dec2022,7.00,7.25,,,CURRENT,CURRENT,
51,Virginia,VA,2021,5,1,01may2021,10.00,3.10,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
51,Virginia,VA,2022,1,1,01jan2022,11.00,3.35,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
51,Virginia,VA,2023,1,1,01jan2023,12.00,3.45,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
51,Virginia,VA,2024,1,1,01jan2024,12.00,3.55,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
51,Virginia,VA,2025,1,1,01jan2025,14.00,3.65,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
51,Virginia,VA,2026,1,1,01jan2026,15.00,3.75,,,https://law.lis.virginia.gov/vacode/40.1-28.10/,,
50,Vermont,VT,1980,1,1,01jan1980,3.00,3.85,,,Federal - BLS - State Labor Legislation Enacted in 1980 - 01.14.2016,,
50,Vermont,VT,1981,1,1,01jan1981,3.00,3.95,,,Federal - BLS - State Labor Legislation Enacted in 1980 - 01.14.2016,,
50,Vermont,VT,1986,7,1,01jul1986,3.00,4.50,,,Federal - BLS - State Labor Legislation Enacted in 1985 - 01.14.2016,,
50,Vermont,VT,1987,7,1,01jul1987,4.00,4.75,,,Federal - BLS - State Labor Legislation Enacted in 1985 - 01.14.2016,,
50,Vermont,VT,1988,7,1,01jul1988,4.00,5.00,,,Federal - BLS - State Labor Legislation Enacted in 1985 - 01.14.2016,,
50,Vermont,VT,1989,7,2,02jul1989,4.00,5.15,,,Federal - BLS - State Labor Legislation Enacted in 1989 - 01.14.2016,,
50,Vermont,VT,1990,7,2,02jul1990,4.00,5.25,,,Federal - BLS - State Labor Legislation Enacted in 1989 - 01.14.2016,,
50,Vermont,VT,1991,7,2,02jul1991,4.00,5.75,,,Federal - BLS - State Labor Legislation Enacted in 1989 - 01.14.2016,,
50,Vermont,VT,1995,1,2,02jan1995,5.00,6.25,,,Federal - BLS - State Labor Legislation Enacted in 1994 - 01.14.2016,,
50,Vermont,VT,1996,1,2,02jan1996,5.00,6.75,,,Federal - BLS - State Labor Legislation Enacted in 1994 - 01.14.2016,,
50,Vermont,VT,1997,1,2,02jan1997,5.00,7.00,,,Federal - BLS - State Labor Legislation Enacted in 1996 - 01.14.2016,,
50,Vermont,VT,1997,7,1,01jul1997,5.00,7.25,,,Federal - BLS - State Labor Legislation Enacted in 1997 - 01.14.2016,,
50,Vermont,VT,1997,10,1,01oct1997,5.00,7.53,,,Federal - BLS - State Labor Legislation Enacted in 1997 - 01.14.2016,,
50,Vermont,VT,1999,10,1,01oct1999,6.00,7.68,,,Federal - BLS - State Labor Legislation Enacted in 1999 - 01.14.2016,,
50,Vermont,VT,2001,1,1,01jan2001,6.00,8.06,,,Federal - BLS - State Labor Legislation Enacted in 2001 - 01.14.2016,,
50,Vermont,VT,2004,1,1,01jan2004,7.00,8.15,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2016,,media source
50,Vermont,VT,2005,1,1,01jan2005,7.00,8.46,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2017,,media source
50,Vermont,VT,2006,1,1,01jan2006,7.00,8.60,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2018,,media source
50,Vermont,VT,2007,1,1,01jan2007,8.00,8.73,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2019,,media source
50,Vermont,VT,2008,1,1,01jan2008,8.00,9.15,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2020,,media source
50,Vermont,VT,2009,1,1,01jan2009,8.00,9.60,,,Vermont - Article - Minimum Wage Increases Today 2009 - 01.14.2021,,media source
50,Vermont,VT,2011,1,1,01jan2011,8.00,10.00,,,Vermont - State Website - Minimum Wage Poster 2011 - 01.14.2016,,
50,Vermont,VT,2012,1,1,01jan2012,8.00,10.50,,,Vermont - State Website - Minimum Wage Poster 2011 - 01.14.2017,,
50,Vermont,VT,2013,1,1,01jan2013,9.00,10.78,,,Vermont - State Website - Minimum Wage Poster 2011 - 01.14.2018,,
50,Vermont,VT,2014,1,1,01jan2014,9.00,10.96,,,Vermont - State Website - Minimum Wage Poster 2011 - 01.14.2019,,
